3600	16	7	8
3599	15	7	7
3598	15	7	7
3597	15	6	7
3596	15	6	6
3595	15	6	6
3594	14	6	6
3593	14	6	6
3592	13	6	6
3591	13	6	6
3590	13	6	6
3589	13	6	6
3588	13	6	6
3587	13	6	6
3586	13	6	6
3585	13	6	6
3584	12	6	6
3583	12	6	6
3582	12	6	6
3581	12	6	6
3580	12	6	6
3579	12	5	6
3578	12	5	6
3577	11	5	6
3576	11	5	6
3575	11	5	5
3574	11	5	5
3573	11	5	5
3572	11	5	5
3571	11	5	5
3570	11	5	5
3569	11	5	5
3568	11	5	5
3567	11	5	5
3566	11	5	5
3565	11	5	5
3564	11	5	5
3563	11	5	5
3562	11	5	5
3561	11	5	5
3560	10	5	5
3559	10	5	5
3558	10	5	5
3557	10	5	5
3556	10	5	5
3555	10	5	5
3554	10	5	5
3553	10	5	5
3552	10	5	5
3551	10	5	5
3550	10	5	5
3549	10	5	5
3548	10	5	5
3547	10	5	5
3546	10	5	5
3545	10	5	5
3544	10	5	5
3543	10	5	5
3542	10	5	5
3541	10	5	5
3540	10	5	5
3539	10	5	5
3538	10	5	5
3537	10	5	5
3536	10	5	5
3535	10	5	5
3534	10	5	5
3533	10	5	5
3532	10	5	5
3531	10	5	5
3530	9	5	5
3529	9	5	5
3528	9	5	5
3527	9	5	5
3526	9	5	5
3525	9	5	5
3524	9	5	5
3523	9	5	5
3522	9	5	5
3521	9	5	5
3520	9	5	5
3519	9	4	5
3518	9	4	5
3517	9	4	5
3516	9	4	5
3515	9	4	5
3514	9	4	5
3513	9	4	5
3512	9	4	5
3511	9	4	5
3510	9	4	5
3509	9	4	5
3508	9	4	5
3507	9	4	5
3506	9	4	5
3505	9	4	5
3504	9	4	4
3503	9	4	4
3502	9	4	4
3501	9	4	4
3500	9	4	4
3499	9	4	4
3498	9	4	4
3497	9	4	4
3496	9	4	4
3495	9	4	4
3494	9	4	4
3493	9	4	4
3492	9	4	4
3491	9	4	4
3490	9	4	4
3489	9	4	4
3488	9	4	4
3487	9	4	4
3486	9	4	4
3485	9	4	4
3484	9	4	4
3483	9	4	4
3482	9	4	4
3481	9	4	4
3480	9	4	4
3479	9	4	4
3478	9	4	4
3477	9	4	4
3476	9	4	4
3475	9	4	4
3474	9	4	4
3473	9	4	4
3472	9	4	4
3471	9	4	4
3470	9	4	4
3469	9	4	4
3468	9	4	4
3467	9	4	4
3466	9	4	4
3465	9	4	4
3464	9	4	4
3463	9	4	4
3462	9	4	4
3461	9	4	4
3460	8	4	4
3459	8	4	4
3458	8	4	4
3457	8	4	4
3456	8	4	4
3455	8	4	4
3454	8	4	4
3453	8	4	4
3452	8	4	4
3451	8	4	4
3450	8	4	4
3449	8	4	4
3448	8	4	4
3447	8	4	4
3446	8	4	4
3445	8	4	4
3444	8	4	4
3443	8	4	4
3442	8	4	4
3441	8	4	4
3440	8	4	4
3439	8	4	4
3438	8	4	4
3437	8	4	4
3436	8	4	4
3435	8	4	4
3434	8	4	4
3433	8	4	4
3432	8	4	4
3431	8	4	4
3430	8	4	4
3429	8	4	4
3428	8	4	4
3427	8	4	4
3426	8	4	4
3425	8	4	4
3424	8	4	4
3423	8	4	4
3422	8	4	4
3421	8	4	4
3420	8	4	4
3419	8	4	4
3418	8	4	4
3417	8	4	4
3416	8	4	4
3415	8	4	4
3414	8	4	4
3413	8	4	4
3412	8	4	4
3411	8	4	4
3410	8	4	4
3409	8	4	4
3408	8	4	4
3407	8	4	4
3406	8	4	4
3405	8	4	4
3404	8	4	4
3403	8	4	4
3402	8	4	4
3401	8	4	4
3400	8	4	4
3399	8	4	4
3398	8	4	4
3397	8	4	4
3396	8	4	4
3395	8	4	4
3394	8	4	4
3393	8	4	4
3392	8	4	4
3391	8	4	4
3390	8	4	4
3389	8	4	4
3388	8	4	4
3387	8	4	4
3386	8	4	4
3385	8	4	4
3384	8	4	4
3383	8	4	4
3382	8	4	4
3381	8	4	4
3380	8	4	4
3379	8	4	4
3378	8	4	4
3377	8	4	4
3376	8	4	4
3375	8	4	4
3374	8	4	4
3373	8	4	4
3372	8	4	4
3371	8	4	4
3370	8	4	4
3369	8	4	4
3368	8	4	4
3367	8	4	4
3366	8	4	4
3365	8	4	4
3364	8	4	4
3363	8	4	4
3362	8	4	4
3361	8	4	4
3360	8	4	4
3359	8	4	4
3358	8	4	4
3357	8	4	4
3356	8	4	4
3355	8	4	4
3354	8	4	4
3353	7	4	4
3352	7	4	4
3351	7	4	4
3350	7	4	4
3349	7	4	4
3348	7	4	4
3347	7	4	4
3346	7	4	4
3345	7	4	4
3344	7	4	4
3343	7	4	4
3342	7	4	4
3341	7	4	4
3340	7	4	4
3339	7	4	4
3338	7	4	4
3337	7	4	4
3336	7	4	4
3335	7	4	4
3334	7	4	4
3333	7	4	4
3332	7	4	4
3331	7	4	4
3330	7	4	4
3329	7	4	4
3328	7	4	4
3327	7	4	4
3326	7	4	4
3325	7	4	4
3324	7	4	4
3323	7	4	4
3322	7	4	4
3321	7	4	4
3320	7	4	4
3319	7	4	4
3318	7	4	4
3317	7	4	4
3316	7	4	4
3315	7	4	4
3314	7	4	4
3313	7	4	4
3312	7	4	4
3311	7	4	4
3310	7	4	4
3309	7	4	4
3308	7	4	4
3307	7	4	4
3306	7	3	4
3305	7	3	4
3304	7	3	4
3303	7	3	4
3302	7	3	4
3301	7	3	4
3300	7	3	4
3299	7	3	4
3298	7	3	4
3297	7	3	4
3296	7	3	4
3295	7	3	4
3294	7	3	4
3293	7	3	4
3292	7	3	4
3291	7	3	4
3290	7	3	4
3289	7	3	4
3288	7	3	4
3287	7	3	4
3286	7	3	4
3285	7	3	4
3284	7	3	4
3283	7	3	4
3282	7	3	4
3281	7	3	4
3280	7	3	4
3279	7	3	4
3278	7	3	4
3277	7	3	4
3276	7	3	4
3275	7	3	4
3274	7	3	4
3273	7	3	4
3272	7	3	4
3271	7	3	4
3270	7	3	4
3269	7	3	4
3268	7	3	4
3267	7	3	4
3266	7	3	4
3265	7	3	4
3264	7	3	4
3263	7	3	4
3262	7	3	4
3261	7	3	4
3260	7	3	4
3259	7	3	4
3258	7	3	3
3257	7	3	3
3256	7	3	3
3255	7	3	3
3254	7	3	3
3253	7	3	3
3252	7	3	3
3251	7	3	3
3250	7	3	3
3249	7	3	3
3248	7	3	3
3247	7	3	3
3246	7	3	3
3245	7	3	3
3244	7	3	3
3243	7	3	3
3242	7	3	3
3241	7	3	3
3240	7	3	3
3239	7	3	3
3238	7	3	3
3237	7	3	3
3236	7	3	3
3235	7	3	3
3234	7	3	3
3233	7	3	3
3232	7	3	3
3231	7	3	3
3230	7	3	3
3229	7	3	3
3228	7	3	3
3227	7	3	3
3226	7	3	3
3225	7	3	3
3224	7	3	3
3223	7	3	3
3222	7	3	3
3221	7	3	3
3220	7	3	3
3219	7	3	3
3218	7	3	3
3217	7	3	3
3216	7	3	3
3215	7	3	3
3214	7	3	3
3213	7	3	3
3212	7	3	3
3211	7	3	3
3210	7	3	3
3209	7	3	3
3208	7	3	3
3207	7	3	3
3206	7	3	3
3205	7	3	3
3204	7	3	3
3203	7	3	3
3202	7	3	3
3201	7	3	3
3200	7	3	3
3199	7	3	3
3198	7	3	3
3197	7	3	3
3196	7	3	3
3195	7	3	3
3194	7	3	3
3193	7	3	3
3192	7	3	3
3191	7	3	3
3190	7	3	3
3189	7	3	3
3188	7	3	3
3187	7	3	3
3186	7	3	3
3185	7	3	3
3184	7	3	3
3183	7	3	3
3182	7	3	3
3181	7	3	3
3180	7	3	3
3179	7	3	3
3178	7	3	3
3177	7	3	3
3176	7	3	3
3175	7	3	3
3174	7	3	3
3173	7	3	3
3172	7	3	3
3171	7	3	3
3170	7	3	3
3169	7	3	3
3168	7	3	3
3167	7	3	3
3166	7	3	3
3165	7	3	3
3164	7	3	3
3163	7	3	3
3162	7	3	3
3161	7	3	3
3160	7	3	3
3159	7	3	3
3158	7	3	3
3157	7	3	3
3156	7	3	3
3155	7	3	3
3154	7	3	3
3153	6	3	3
3152	6	3	3
3151	6	3	3
3150	6	3	3
3149	6	3	3
3148	6	3	3
3147	6	3	3
3146	6	3	3
3145	6	3	3
3144	6	3	3
3143	6	3	3
3142	6	3	3
3141	6	3	3
3140	6	3	3
3139	6	3	3
3138	6	3	3
3137	6	3	3
3136	6	3	3
3135	6	3	3
3134	6	3	3
3133	6	3	3
3132	6	3	3
3131	6	3	3
3130	6	3	3
3129	6	3	3
3128	6	3	3
3127	6	3	3
3126	6	3	3
3125	6	3	3
3124	6	3	3
3123	6	3	3
3122	6	3	3
3121	6	3	3
3120	6	3	3
3119	6	3	3
3118	6	3	3
3117	6	3	3
3116	6	3	3
3115	6	3	3
3114	6	3	3
3113	6	3	3
3112	6	3	3
3111	6	3	3
3110	6	3	3
3109	6	3	3
3108	6	3	3
3107	6	3	3
3106	6	3	3
3105	6	3	3
3104	6	3	3
3103	6	3	3
3102	6	3	3
3101	6	3	3
3100	6	3	3
3099	6	3	3
3098	6	3	3
3097	6	3	3
3096	6	3	3
3095	6	3	3
3094	6	3	3
3093	6	3	3
3092	6	3	3
3091	6	3	3
3090	6	3	3
3089	6	3	3
3088	6	3	3
3087	6	3	3
3086	6	3	3
3085	6	3	3
3084	6	3	3
3083	6	3	3
3082	6	3	3
3081	6	3	3
3080	6	3	3
3079	6	3	3
3078	6	3	3
3077	6	3	3
3076	6	3	3
3075	6	3	3
3074	6	3	3
3073	6	3	3
3072	6	3	3
3071	6	3	3
3070	6	3	3
3069	6	3	3
3068	6	3	3
3067	6	3	3
3066	6	3	3
3065	6	3	3
3064	6	3	3
3063	6	3	3
3062	6	3	3
3061	6	3	3
3060	6	3	3
3059	6	3	3
3058	6	3	3
3057	6	3	3
3056	6	3	3
3055	6	3	3
3054	6	3	3
3053	6	3	3
3052	6	3	3
3051	6	3	3
3050	6	3	3
3049	6	3	3
3048	6	3	3
3047	6	3	3
3046	6	3	3
3045	6	3	3
3044	6	3	3
3043	6	3	3
3042	6	3	3
3041	6	3	3
3040	6	3	3
3039	6	3	3
3038	6	3	3
3037	6	3	3
3036	6	3	3
3035	6	3	3
3034	6	3	3
3033	6	3	3
3032	6	3	3
3031	6	3	3
3030	6	3	3
3029	6	3	3
3028	6	3	3
3027	6	3	3
3026	6	3	3
3025	6	3	3
3024	6	3	3
3023	6	3	3
3022	6	3	3
3021	6	3	3
3020	6	3	3
3019	6	3	3
3018	6	3	3
3017	6	3	3
3016	6	3	3
3015	6	3	3
3014	6	3	3
3013	6	3	3
3012	6	3	3
3011	6	3	3
3010	6	3	3
3009	6	3	3
3008	6	3	3
3007	6	3	3
3006	6	3	3
3005	6	3	3
3004	6	3	3
3003	6	3	3
3002	6	3	3
3001	6	3	3
3000	6	3	3
2999	6	3	3
2998	6	3	3
2997	6	3	3
2996	6	3	3
2995	6	3	3
2994	6	3	3
2993	6	3	3
2992	6	3	3
2991	6	3	3
2990	6	3	3
2989	6	3	3
2988	6	3	3
2987	6	3	3
2986	6	3	3
2985	6	3	3
2984	6	3	3
2983	6	3	3
2982	6	3	3
2981	6	3	3
2980	6	3	3
2979	6	3	3
2978	6	3	3
2977	6	3	3
2976	6	3	3
2975	6	3	3
2974	6	3	3
2973	6	3	3
2972	6	3	3
2971	6	3	3
2970	6	3	3
2969	6	3	3
2968	6	3	3
2967	6	3	3
2966	6	3	3
2965	6	3	3
2964	6	3	3
2963	6	3	3
2962	6	3	3
2961	6	3	3
2960	6	3	3
2959	6	3	3
2958	6	3	3
2957	6	3	3
2956	6	3	3
2955	6	3	3
2954	6	3	3
2953	6	3	3
2952	6	3	3
2951	6	3	3
2950	6	3	3
2949	6	3	3
2948	6	3	3
2947	6	3	3
2946	6	3	3
2945	6	3	3
2944	6	3	3
2943	6	3	3
2942	6	3	3
2941	6	3	3
2940	6	3	3
2939	6	3	3
2938	6	3	3
2937	6	3	3
2936	6	3	3
2935	6	3	3
2934	6	3	3
2933	6	3	3
2932	6	3	3
2931	6	3	3
2930	6	3	3
2929	6	3	3
2928	6	3	3
