Connecting to host 10.0.0.3, port 5001
[  8] local 10.0.0.1 port 36220 connected to 10.0.0.3 port 5001
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  8]   0.00-1.00   sec   179 KBytes  1.47 Mbits/sec    0    141 KBytes       
[  8]   1.00-2.00   sec   246 KBytes  2.01 Mbits/sec    0    141 KBytes       
[  8]   2.00-3.00   sec  23.4 KBytes   191 Kbits/sec   12   4.24 KBytes       
[  8]   3.00-4.00   sec  0.00 Bytes  0.00 bits/sec   15   4.24 KBytes       
[  8]   4.00-5.00   sec  32.0 KBytes   262 Kbits/sec   17   4.24 KBytes       
[  8]   5.00-6.00   sec  64.0 KBytes   524 Kbits/sec    0    102 KBytes       
[  8]   6.00-7.00   sec  32.0 KBytes   262 Kbits/sec    0   36.8 KBytes       
[  8]   7.00-8.00   sec  32.0 KBytes   262 Kbits/sec    0   25.5 KBytes       
[  8]   8.00-9.00   sec  32.0 KBytes   262 Kbits/sec    0   25.5 KBytes       
[  8]   9.00-10.00  sec  32.0 KBytes   262 Kbits/sec    0   19.8 KBytes       
[  8]  10.00-11.00  sec  32.0 KBytes   262 Kbits/sec    0   19.8 KBytes       
[  8]  11.00-12.00  sec  23.2 KBytes   190 Kbits/sec    0   22.6 KBytes       
[  8]  12.00-13.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  13.00-14.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  14.00-15.00  sec  10.5 KBytes  86.3 Kbits/sec    0   22.6 KBytes       
[  8]  15.00-16.00  sec  51.7 KBytes   423 Kbits/sec    0   22.6 KBytes       
[  8]  16.00-17.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  17.00-18.00  sec  13.2 KBytes   108 Kbits/sec    0   22.6 KBytes       
[  8]  18.00-19.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  19.00-20.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  20.00-21.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  21.00-22.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  22.00-23.00  sec  32.0 KBytes   262 Kbits/sec    0   19.8 KBytes       
[  8]  23.00-24.00  sec  32.0 KBytes   262 Kbits/sec    0   19.8 KBytes       
[  8]  24.00-25.00  sec  12.6 KBytes   103 Kbits/sec    0   19.8 KBytes       
[  8]  25.00-26.00  sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8]  26.00-27.00  sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8]  27.00-28.00  sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8]  28.00-29.00  sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8]  29.00-30.00  sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8]  30.00-31.00  sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8]  31.00-32.00  sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8]  32.00-33.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  33.00-34.00  sec  26.6 KBytes   218 Kbits/sec    0   22.6 KBytes       
[  8]  34.00-35.00  sec  4.55 KBytes  37.2 Kbits/sec    0   22.6 KBytes       
[  8]  35.00-36.00  sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8]  36.00-37.00  sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8]  37.00-38.00  sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8]  38.00-39.00  sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8]  39.00-40.00  sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8]  40.00-41.00  sec  31.9 KBytes   261 Kbits/sec    0   19.8 KBytes       
[  8]  41.00-42.00  sec  32.0 KBytes   262 Kbits/sec    0   19.8 KBytes       
[  8]  42.00-43.00  sec  32.0 KBytes   262 Kbits/sec    0   19.8 KBytes       
[  8]  43.00-44.00  sec  32.0 KBytes   262 Kbits/sec    0   19.8 KBytes       
[  8]  44.00-45.00  sec  32.0 KBytes   262 Kbits/sec    0   19.8 KBytes       
[  8]  45.00-46.00  sec  32.0 KBytes   262 Kbits/sec    0   5.66 KBytes       
[  8]  46.00-47.00  sec  25.9 KBytes   212 Kbits/sec    0   22.6 KBytes       
[  8]  47.00-48.00  sec  6.14 KBytes  50.3 Kbits/sec    0   22.6 KBytes       
[  8]  48.00-49.00  sec  56.1 KBytes   459 Kbits/sec    0   22.6 KBytes       
[  8]  49.00-50.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  50.00-51.00  sec  8.81 KBytes  72.2 Kbits/sec    0   22.6 KBytes       
[  8]  51.00-52.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  52.00-53.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  53.00-54.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  54.00-55.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  55.00-56.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  56.00-57.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  57.00-58.00  sec  17.0 KBytes   139 Kbits/sec    0   22.6 KBytes       
[  8]  58.00-59.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  59.00-60.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  60.00-61.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  61.00-62.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  62.00-63.00  sec  18.6 KBytes   152 Kbits/sec    0   22.6 KBytes       
[  8]  63.00-64.00  sec  43.6 KBytes   357 Kbits/sec    0   22.6 KBytes       
[  8]  64.00-65.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  65.00-66.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  66.00-67.00  sec  22.2 KBytes   182 Kbits/sec    0   22.6 KBytes       
[  8]  67.00-68.00  sec  8.94 KBytes  73.2 Kbits/sec    0   22.6 KBytes       
[  8]  68.00-69.00  sec  55.1 KBytes   451 Kbits/sec    0   22.6 KBytes       
[  8]  69.00-70.00  sec  7.16 KBytes  58.6 Kbits/sec    0   22.6 KBytes       
[  8]  70.00-71.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  71.00-72.00  sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8]  72.00-73.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  73.00-74.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  74.00-75.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  75.00-76.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  76.00-77.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  77.00-78.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  78.00-79.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  79.00-80.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  80.00-81.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  81.00-82.00  sec  0.00 Bytes  0.00 bits/sec    0   22.6 KBytes       
[  8]  82.00-83.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  83.00-84.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  84.00-85.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  85.00-86.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  86.00-87.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  87.00-88.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  88.00-89.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  89.00-90.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  90.00-91.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  91.00-92.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  92.00-93.00  sec  19.6 KBytes   160 Kbits/sec    0   22.6 KBytes       
[  8]  93.00-94.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  94.00-95.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  95.00-96.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  96.00-97.00  sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8]  97.00-98.00  sec  16.0 KBytes   131 Kbits/sec    0   22.6 KBytes       
[  8]  98.00-99.00  sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8]  99.00-100.00 sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8] 100.00-101.00 sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8] 101.00-102.00 sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8] 102.00-103.00 sec  11.5 KBytes  94.6 Kbits/sec    0   22.6 KBytes       
[  8] 103.00-104.00 sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8] 104.00-105.00 sec  53.3 KBytes   437 Kbits/sec    0   22.6 KBytes       
[  8] 105.00-106.00 sec  8.88 KBytes  72.7 Kbits/sec    0   22.6 KBytes       
[  8] 106.00-107.00 sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8] 107.00-108.00 sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8] 108.00-109.00 sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8] 109.00-110.00 sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8] 110.00-111.00 sec  31.1 KBytes   255 Kbits/sec    0   19.8 KBytes       
[  8] 111.00-112.00 sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8] 112.00-113.00 sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8] 113.00-114.00 sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8] 114.00-115.00 sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8] 115.00-116.00 sec  31.1 KBytes   255 Kbits/sec    0   22.6 KBytes       
[  8] 116.00-117.00 sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8] 117.00-118.00 sec  0.00 Bytes  0.00 bits/sec    0   22.6 KBytes       
[  8] 118.00-119.00 sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8] 119.00-120.00 sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8] 120.00-121.00 sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8] 121.00-122.00 sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8] 122.00-123.00 sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8] 123.00-124.00 sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8] 124.00-125.00 sec  0.00 Bytes  0.00 bits/sec    0   22.6 KBytes       
[  8] 125.00-126.01 sec  56.0 KBytes   454 Kbits/sec    0   22.6 KBytes       
[  8] 126.01-127.00 sec  31.1 KBytes   257 Kbits/sec    0   19.8 KBytes       
[  8] 127.00-128.01 sec  31.1 KBytes   253 Kbits/sec    0   22.6 KBytes       
[  8] 128.01-129.00 sec  9.83 KBytes  81.1 Kbits/sec    0   22.6 KBytes       
[  8] 129.00-130.01 sec  32.0 KBytes   261 Kbits/sec    0   22.6 KBytes       
[  8] 130.01-131.00 sec  32.0 KBytes   263 Kbits/sec    0   22.6 KBytes       
[  8] 131.00-132.00 sec  32.0 KBytes   261 Kbits/sec    0   22.6 KBytes       
[  8] 132.00-133.00 sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8] 133.00-134.00 sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
[  8] 134.00-135.00 sec  32.0 KBytes   262 Kbits/sec    0   22.6 KBytes       
