Connecting to host 10.0.0.4, port 5001
[  8] local 10.0.0.2 port 51936 connected to 10.0.0.4 port 5001
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  8]   0.00-1.01   sec  2.44 MBytes  20.3 Mbits/sec    0   50.9 KBytes       
[  8]   1.01-2.00   sec   124 KBytes  1.03 Mbits/sec    0   76.4 KBytes       
[  8]   2.00-3.01   sec   285 KBytes  2.31 Mbits/sec    0    124 KBytes       
[  8]   3.01-4.00   sec   338 KBytes  2.79 Mbits/sec    0    133 KBytes       
[  8]   4.00-5.00   sec   342 KBytes  2.80 Mbits/sec    0    133 KBytes       
[  8]   5.00-6.00   sec   344 KBytes  2.82 Mbits/sec    0    133 KBytes       
[  8]   6.00-7.00   sec   320 KBytes  2.62 Mbits/sec    0    133 KBytes       
[  8]   7.00-8.00   sec   331 KBytes  2.71 Mbits/sec    0    133 KBytes       
[  8]   8.00-9.00   sec   342 KBytes  2.81 Mbits/sec    0    133 KBytes       
[  8]   9.00-10.00  sec   319 KBytes  2.61 Mbits/sec    0    133 KBytes       
[  8]  10.00-11.00  sec   335 KBytes  2.74 Mbits/sec    0    136 KBytes       
[  8]  11.00-12.01  sec   342 KBytes  2.78 Mbits/sec    0    136 KBytes       
[  8]  12.01-13.00  sec   315 KBytes  2.61 Mbits/sec    0    136 KBytes       
[  8]  13.00-14.01  sec   338 KBytes  2.75 Mbits/sec    0    136 KBytes       
[  8]  14.01-15.00  sec   334 KBytes  2.75 Mbits/sec    0    136 KBytes       
[  8]  15.00-16.01  sec   320 KBytes  2.61 Mbits/sec    0    136 KBytes       
[  8]  16.01-17.00  sec   342 KBytes  2.81 Mbits/sec    0    136 KBytes       
[  8]  17.00-18.00  sec   342 KBytes  2.79 Mbits/sec    0    136 KBytes       
[  8]  18.00-19.01  sec   311 KBytes  2.52 Mbits/sec    0    136 KBytes       
[  8]  19.01-20.00  sec   317 KBytes  2.63 Mbits/sec    0    136 KBytes       
[  8]  20.00-21.00  sec   367 KBytes  3.01 Mbits/sec    0    136 KBytes       
[  8]  21.00-22.01  sec   311 KBytes  2.52 Mbits/sec    0    136 KBytes       
[  8]  22.01-23.00  sec   345 KBytes  2.86 Mbits/sec    0    136 KBytes       
[  8]  23.00-24.00  sec   320 KBytes  2.62 Mbits/sec    0    136 KBytes       
[  8]  24.00-25.00  sec   330 KBytes  2.71 Mbits/sec    0    136 KBytes       
[  8]  25.00-26.01  sec   342 KBytes  2.79 Mbits/sec    0    136 KBytes       
[  8]  26.01-27.00  sec   320 KBytes  2.62 Mbits/sec    0    136 KBytes       
[  8]  27.00-28.00  sec   334 KBytes  2.73 Mbits/sec    0    136 KBytes       
[  8]  28.00-29.00  sec   342 KBytes  2.81 Mbits/sec    0    136 KBytes       
[  8]  29.00-30.00  sec   316 KBytes  2.60 Mbits/sec    0    136 KBytes       
[  8]  30.00-31.00  sec   337 KBytes  2.76 Mbits/sec    0    136 KBytes       
[  8]  31.00-32.00  sec   342 KBytes  2.80 Mbits/sec    0    136 KBytes       
[  8]  32.00-33.01  sec   281 KBytes  2.28 Mbits/sec    0    136 KBytes       
[  8]  33.01-34.01  sec   320 KBytes  2.62 Mbits/sec    0    136 KBytes       
[  8]  34.01-35.01  sec   332 KBytes  2.73 Mbits/sec    0    136 KBytes       
[  8]  35.01-36.01  sec   311 KBytes  2.55 Mbits/sec    0    136 KBytes       
[  8]  36.01-37.00  sec   348 KBytes  2.87 Mbits/sec    0    136 KBytes       
[  8]  37.00-38.00  sec   336 KBytes  2.74 Mbits/sec    0    136 KBytes       
[  8]  38.00-39.00  sec   336 KBytes  2.75 Mbits/sec    0    136 KBytes       
[  8]  39.00-40.00  sec   320 KBytes  2.62 Mbits/sec    0    136 KBytes       
[  8]  40.00-41.00  sec   340 KBytes  2.78 Mbits/sec    0    136 KBytes       
[  8]  41.00-42.01  sec   342 KBytes  2.78 Mbits/sec    0    136 KBytes       
