Connecting to host 10.0.0.3, port 5001
[  8] local 10.0.0.1 port 36278 connected to 10.0.0.3 port 5001
[  8] 280.00-281.01 sec  0.00 Bytes  0.00 bits/sec    0   8.48 KBytes       
[  8] 281.01-282.01 sec  0.00 Bytes  0.00 bits/sec    0   8.48 KBytes       
[  8] 282.01-283.01 sec  0.00 Bytes  0.00 bits/sec    0   8.48 KBytes       
[  8] 283.01-284.00 sec  32.0 KBytes   264 Kbits/sec    0   8.48 KBytes       
[  8] 284.00-285.01 sec   242 KBytes  1.97 Mbits/sec    0   8.48 KBytes       
[  8] 285.01-286.00 sec   238 KBytes  1.95 Mbits/sec    0   8.48 KBytes       
[  8] 286.00-287.00 sec   229 KBytes  1.88 Mbits/sec    0   8.48 KBytes       
[  8] 287.00-288.00 sec  62.2 KBytes   512 Kbits/sec    0   8.48 KBytes       
[  8] 288.00-289.00 sec  93.3 KBytes   763 Kbits/sec    0   8.48 KBytes       
[  8] 289.00-290.00 sec  95.5 KBytes   783 Kbits/sec    0   8.48 KBytes       
[  8] 290.00-291.00 sec  32.0 KBytes   262 Kbits/sec    0   8.48 KBytes       
