Connecting to host 10.0.0.4, port 5001
[  8] local 10.0.0.2 port 60572 connected to 10.0.0.4 port 5001
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  8]   0.00-1.00   sec  30.0 MBytes   252 Mbits/sec    0   1.27 MBytes       
[  8]   1.00-2.00   sec  13.8 MBytes   115 Mbits/sec    0   1.26 MBytes       
[  8]   2.00-3.00   sec  13.8 MBytes   115 Mbits/sec    0   1.45 MBytes       
[  8]   3.00-4.00   sec  15.0 MBytes   126 Mbits/sec    0   1.52 MBytes       
[  8]   4.00-5.00   sec  13.8 MBytes   115 Mbits/sec    0   1.39 MBytes       
[  8]   5.00-6.00   sec  13.8 MBytes   115 Mbits/sec    0   1.55 MBytes       
[  8]   6.00-7.00   sec  13.8 MBytes   115 Mbits/sec    0   1.38 MBytes       
[  8]   7.00-8.00   sec  13.8 MBytes   115 Mbits/sec    0   1.41 MBytes       
[  8]   8.00-9.00   sec  12.5 MBytes   105 Mbits/sec    0   1.26 MBytes       
[  8]   9.00-10.00  sec  13.8 MBytes   115 Mbits/sec    0   1.41 MBytes       
[  8]  10.00-11.00  sec  11.2 MBytes  94.4 Mbits/sec    0   1.98 MBytes       
[  8]  11.00-12.00  sec  20.0 MBytes   167 Mbits/sec    0   1.97 MBytes       
[  8]  12.00-13.00  sec  18.8 MBytes   158 Mbits/sec    0   1.96 MBytes       
[  8]  13.00-14.00  sec  20.0 MBytes   168 Mbits/sec    0   2.02 MBytes       
[  8]  14.00-15.00  sec  17.5 MBytes   147 Mbits/sec    0   1.71 MBytes       
[  8]  15.00-16.00  sec  20.0 MBytes   168 Mbits/sec    0   1.97 MBytes       
[  8]  16.00-17.00  sec  21.2 MBytes   178 Mbits/sec    0   1.96 MBytes       
[  8]  17.00-18.00  sec  21.2 MBytes   178 Mbits/sec    0   2.19 MBytes       
[  8]  18.00-19.00  sec  22.5 MBytes   189 Mbits/sec    0   2.04 MBytes       
[  8]  19.00-20.00  sec  22.5 MBytes   189 Mbits/sec    0   2.02 MBytes       
[  8]  20.00-21.00  sec  17.5 MBytes   147 Mbits/sec    0   5.66 KBytes       
